beginState: s32'EventStand'
  startEyeBlinkEx: -1, 1, 750
  beginLabel: s32'loop'
  sprite: s32'bed000_00', 5
  sprite: s32'bed000_01', 5
  sprite: s32'bed000_02', 5
  sprite: s32'bed000_03', 5
  sprite: s32'bed000_04', 5
  sprite: s32'bed000_05', 5
  sprite: s32'bed000_06', 5
  sprite: s32'bed000_07', 5
  sprite: s32'bed000_08', 5
  sprite: s32'bed000_09', 5
  sprite: s32'bed000_10', 5
  sprite: s32'bed000_11', 5
  sprite: s32'bed000_12', 5
  sprite: s32'bed000_13', 5
  sprite: s32'bed000_14', 5
  sprite: s32'bed000_15', 5
  sprite: s32'bed000_16', 5
  sprite: s32'bed000_17', 5
  sprite: s32'bed000_18', 5
  sprite: s32'bed000_19', 5
  sprite: s32'bed000_20', 5
  sprite: s32'bed000_21', 5
  sprite: s32'bed000_22', 5
  sprite: s32'bed000_23', 5
  sprite: s32'bed000_24', 5
  sprite: s32'bed000_25', 5
  sprite: s32'bed000_26', 5
  sprite: s32'bed000_27', 5
  sprite: s32'bed000_28', 5
  sprite: s32'bed000_29', 5
  sprite: s32'bed000_30', 5
  sprite: s32'bed000_31', 5
  sprite: s32'bed000_32', 5
  sprite: s32'bed000_33', 5
  sprite: s32'bed000_34', 5
  sprite: s32'bed000_35', 5
  sprite: s32'bed000_36', 5
  sprite: s32'bed000_37', 5
  sprite: s32'bed000_38', 5
  sprite: s32'bed000_39', 5
  sprite: s32'bed000_40', 5
  sprite: s32'bed000_41', 5
  sprite: s32'bed000_42', 5
  sprite: s32'bed000_43', 5
  sprite: s32'bed000_44', 5
  sprite: s32'bed000_45', 5
  sprite: s32'bed000_46', 5
  sprite: s32'bed000_47', 5
  sprite: s32'bed000_48', 5
  sprite: s32'bed000_49', 5
  sprite: s32'bed000_50', 5
  sprite: s32'bed000_51', 5
  sprite: s32'bed000_52', 5
  sprite: s32'bed000_53', 5
  endLabel: 
  gotoLabel: s32'loop'
endState: 

beginState: s32'EventStand_Front'
  zLine: (NEAR_DISTANCE), 5
  startEyeBlinkEx: -1, 1, 750
  beginLabel: s32'loop'
  sprite: s32'bed000_00', 5
  sprite: s32'bed000_01', 5
  sprite: s32'bed000_02', 5
  sprite: s32'bed000_03', 5
  sprite: s32'bed000_04', 5
  sprite: s32'bed000_05', 5
  sprite: s32'bed000_06', 5
  sprite: s32'bed000_07', 5
  sprite: s32'bed000_08', 5
  sprite: s32'bed000_09', 5
  sprite: s32'bed000_10', 5
  sprite: s32'bed000_11', 5
  sprite: s32'bed000_12', 5
  sprite: s32'bed000_13', 5
  sprite: s32'bed000_14', 5
  sprite: s32'bed000_15', 5
  sprite: s32'bed000_16', 5
  sprite: s32'bed000_17', 5
  sprite: s32'bed000_18', 5
  sprite: s32'bed000_19', 5
  sprite: s32'bed000_20', 5
  sprite: s32'bed000_21', 5
  sprite: s32'bed000_22', 5
  sprite: s32'bed000_23', 5
  sprite: s32'bed000_24', 5
  sprite: s32'bed000_25', 5
  sprite: s32'bed000_26', 5
  sprite: s32'bed000_27', 5
  sprite: s32'bed000_28', 5
  sprite: s32'bed000_29', 5
  sprite: s32'bed000_30', 5
  sprite: s32'bed000_31', 5
  sprite: s32'bed000_32', 5
  sprite: s32'bed000_33', 5
  sprite: s32'bed000_34', 5
  sprite: s32'bed000_35', 5
  sprite: s32'bed000_36', 5
  sprite: s32'bed000_37', 5
  sprite: s32'bed000_38', 5
  sprite: s32'bed000_39', 5
  sprite: s32'bed000_40', 5
  sprite: s32'bed000_41', 5
  sprite: s32'bed000_42', 5
  sprite: s32'bed000_43', 5
  sprite: s32'bed000_44', 5
  sprite: s32'bed000_45', 5
  sprite: s32'bed000_46', 5
  sprite: s32'bed000_47', 5
  sprite: s32'bed000_48', 5
  sprite: s32'bed000_49', 5
  sprite: s32'bed000_50', 5
  sprite: s32'bed000_51', 5
  sprite: s32'bed000_52', 5
  sprite: s32'bed000_53', 5
  endLabel: 
  gotoLabel: s32'loop'
endState: 

beginState: s32'EventStand_FAR'
  zLine: (FAR_DISTANCE), 5
  startEyeBlinkEx: -1, 1, 750
  beginLabel: s32'loop'
  sprite: s32'bed000_00', 5
  sprite: s32'bed000_01', 5
  sprite: s32'bed000_02', 5
  sprite: s32'bed000_03', 5
  sprite: s32'bed000_04', 5
  sprite: s32'bed000_05', 5
  sprite: s32'bed000_06', 5
  sprite: s32'bed000_07', 5
  sprite: s32'bed000_08', 5
  sprite: s32'bed000_09', 5
  sprite: s32'bed000_10', 5
  sprite: s32'bed000_11', 5
  sprite: s32'bed000_12', 5
  sprite: s32'bed000_13', 5
  sprite: s32'bed000_14', 5
  sprite: s32'bed000_15', 5
  sprite: s32'bed000_16', 5
  sprite: s32'bed000_17', 5
  sprite: s32'bed000_18', 5
  sprite: s32'bed000_19', 5
